Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2014 X,"33,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2014 XI,"35,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2014 XII,"35,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 I,"33,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 II,"41,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 III,"35,7"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 IV,"38,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 V,"38,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 VI,"39,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 VII,"36,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 VIII,"36,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 IX,"35,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 X,"35,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 XI,"35,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 XII,"38,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 I,"34,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 II,"37,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 III,"36,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 IV,"42,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 V,"36,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 VI,"34,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 VII,"38,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 VIII,"34,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 IX,"33,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 X,"35,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 XI,"37,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 XII,"35,7"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 I,"31,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 II,"29,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 III,"32,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 IV,"35,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 V,"30,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 VI,"32,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 VII,"28,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 VIII,"26,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 IX,"25,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 X,"22,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 XI,"23,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 XII,"22,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 I,"22,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 II,"25,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 III,"19,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 IV,"20,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 V,"19,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 VI,"19,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 VII,"18,7"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 VIII,"16,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 IX,"14,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 X,"16,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 XI,"20,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 XII,"19,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 I,"18,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 II,"18,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 III,"20,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 IV,"19,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 V,"19,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 VI,"12,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 VII,"11,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 VIII,"11,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 IX,"13,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 X,"13,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 XI,"15,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 XII,"16,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 I,"16,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 II,"14,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 III,"19,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 IV,"25,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 V,"22,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 VI,"22,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 VII,"27,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 VIII,"27,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 IX,"27,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 X,"26,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 XI,"25,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 XII,"25,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 I,"25,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 II,"24,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 III,"24,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 IV,"26,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 V,"23,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 VI,"26,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 VII,"21,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 VIII,"20,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 IX,"22,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 X,"18,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 XI,"21,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 XII,"22,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 I,"12,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 II,"27,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 III,"12,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 IV,"6,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 V,"4,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 VI,"7,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 VII,"9,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 VIII,"9,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 IX,"5,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 X,"6,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 XI,"12,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 XII,"13,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 I,"20,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 II,"20,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 III,"13,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 IV,"12,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 V,"7,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 VI,"5,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 VII,"8,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 VIII,"8,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 IX,"7,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 X,"6,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 XI,"8,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 XII,"9,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 I,"20,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 II,"16,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 III,"15,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 IV,"6,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 V,"5,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 VI,"4,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 VII,"3,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 VIII,"3,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 IX,"3,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 X,"6,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 XI,"11,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 XII,"13,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 I,"19,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 II,"24,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 III,"15,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 IV,"2,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 V,"6,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 VI,"2,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 VII,"3,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 VIII,"4,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 IX,"4,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 X,"11,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 XI,"11,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 XII,"14,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 I,"8,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 II,"22,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 III,"23,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 IV,"8,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 V,"3,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 VI,"4,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 VII,"3,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 VIII,"6,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 IX,"3,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 X,"2,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 XI,"2,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 XII,"11,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 I,"22,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 II,"23,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 III,"10,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 IV,"6,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 V,"6,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 VI,"8,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 VII,"8,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 VIII,"6,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 IX,"5,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 X,"7,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 XI,"7,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 XII,"10,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 I,"13,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 II,"10,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 III,"7,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 IV,"5,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 V,"3,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 VI,"4,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 VII,"8,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 VIII,"6,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 IX,"8,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 X,"5,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 XI,"6,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 XII,"9,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 I,"13,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 II,"30,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 III,"20,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 IV,"16,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 V,"9,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 VI,"9,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 VII,"10,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 VIII,"7,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 IX,"10,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 X,"8,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 XI,"10,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 XII,"15,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 I,"13,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 II,"16,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 III,"13,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 IV,"15,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 V,"15,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 VI,"15,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 VII,"19,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 VIII,"19,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 IX,"18,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 X,"17,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 XI,"20,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 XII,"17,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 I,"21,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 II,"16,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 III,"19,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 IV,"20,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 V,"16,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 VI,"19,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 VII,"19,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 VIII,"21,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 IX,"23,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 X,"18,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 XI,"24,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 XII,"23,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 I,"24,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 II,"23,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 III,"24,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 IV,"28,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 V,"27,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 VI,"32,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 VII,"30,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 VIII,"36,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 IX,"30,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 X,"34,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 XI,"33,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 XII,"32,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 I,"30,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 II,"30,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 III,"30,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 IV,"26,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 V,"31,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 VI,"33,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 VII,"40,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 VIII,"40,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 IX,"41,6"
