Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2014 VIII,"34,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2014 IX,"31,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2014 X,"32,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2014 XI,"32,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2014 XII,"33,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 I,"33,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 II,"36,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 III,"37,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 IV,"36,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 V,"35,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 VI,"33,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 VII,"32,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 VIII,"31,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 IX,"31,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 X,"32,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 XI,"32,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2015 XII,"32,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 I,"30,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 II,"33,7"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 III,"34,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 IV,"34,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 V,"33,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 VI,"31,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 VII,"30,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 VIII,"29,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 IX,"30,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 X,"29,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 XI,"28,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2016 XII,"29,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 I,"28,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 II,"28,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 III,"31,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 IV,"27,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 V,"26,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 VI,"22,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 VII,"21,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 VIII,"17,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 IX,"17,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 X,"17,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 XI,"17,7"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2017 XII,"15,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 I,"16,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 II,"17,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 III,"16,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 IV,"16,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 V,"15,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 VI,"13,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 VII,"13,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 VIII,"12,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 IX,"11,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 X,"12,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 XI,"11,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2018 XII,"12,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 I,"11,8"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 II,"13,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 III,"14,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 IV,"14,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 V,"13,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 VI,"13,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 VII,"12,7"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 VIII,"12,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 IX,"13,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 X,"12,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 XI,"13,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2019 XII,"14,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 I,"14,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 II,"15,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 III,"16,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 IV,"24,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 V,"30,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 VI,"30,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 VII,"28,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 VIII,"26,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 IX,"26,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 X,"25,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 XI,"27,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2020 XII,"27,2"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 I,"26,0"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 II,"26,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 III,"27,6"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 IV,"26,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 V,"24,9"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 VI,"22,1"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 VII,"19,4"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 VIII,"18,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 IX,"18,5"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 X,"17,3"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 XI,"16,7"
Wyszczególnienie,Bariery działalności - niedostateczny popyt [%],2021 XII,"16,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 I,"22,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 II,"38,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 III,"19,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 IV,"13,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 V,"12,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 VI,"13,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 VII,"11,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 VIII,"11,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 IX,"12,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 X,"12,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 XI,"14,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2014 XII,"27,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 I,"32,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 II,"35,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 III,"24,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 IV,"22,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 V,"12,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 VI,"10,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 VII,"10,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 VIII,"13,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 IX,"11,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 X,"12,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 XI,"16,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2015 XII,"21,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 I,"35,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 II,"31,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 III,"29,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 IV,"15,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 V,"10,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 VI,"9,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 VII,"10,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 VIII,"12,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 IX,"9,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 X,"16,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 XI,"24,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2016 XII,"30,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 I,"34,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 II,"43,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 III,"32,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 IV,"18,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 V,"26,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 VI,"15,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 VII,"14,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 VIII,"15,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 IX,"20,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 X,"24,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 XI,"27,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2017 XII,"32,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 I,"27,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 II,"33,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 III,"38,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 IV,"21,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 V,"12,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 VI,"10,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 VII,"10,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 VIII,"15,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 IX,"10,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 X,"11,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 XI,"12,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2018 XII,"23,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 I,"34,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 II,"37,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 III,"29,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 IV,"17,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 V,"16,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 VI,"16,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 VII,"17,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 VIII,"14,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 IX,"14,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 X,"17,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 XI,"20,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2019 XII,"23,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 I,"21,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 II,"22,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 III,"18,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 IV,"8,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 V,"7,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 VI,"9,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 VII,"12,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 VIII,"8,7"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 IX,"10,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 X,"14,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 XI,"17,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2020 XII,"23,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 I,"25,5"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 II,"41,4"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 III,"33,6"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 IV,"25,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 V,"18,8"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 VI,"11,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 VII,"12,2"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 VIII,"13,0"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 IX,"15,1"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 X,"14,3"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 XI,"17,9"
Wyszczególnienie,Bariery działalności - warunki atmosferyczne [%],2021 XII,"30,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 I,"15,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 II,"14,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 III,"14,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 IV,"15,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 V,"14,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 VI,"16,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 VII,"18,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 VIII,"18,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 IX,"19,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 X,"19,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 XI,"18,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2014 XII,"17,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 I,"18,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 II,"18,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 III,"18,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 IV,"18,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 V,"19,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 VI,"19,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 VII,"21,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 VIII,"21,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 IX,"22,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 X,"22,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 XI,"22,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2015 XII,"21,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 I,"21,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 II,"20,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 III,"21,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 IV,"22,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 V,"23,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 VI,"26,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 VII,"25,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 VIII,"28,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 IX,"29,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 X,"28,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 XI,"28,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2016 XII,"27,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 I,"32,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 II,"29,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 III,"33,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 IV,"34,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 V,"33,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 VI,"37,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2017 VII,"39,6"
